count,year,month,day,date,dayow
75912,2014,2,23,2014-02-23T00:00:00Z,0
69161,2014,2,24,2014-02-24T00:00:00Z,1
74817,2014,2,25,2014-02-25T00:00:00Z,2
82935,2014,2,26,2014-02-26T00:00:00Z,3
90649,2014,2,27,2014-02-27T00:00:00Z,4
101472,2014,2,28,2014-02-28T00:00:00Z,5
101036,2014,3,1,2014-03-01T00:00:00Z,6
78270,2014,3,2,2014-03-02T00:00:00Z,0
73419,2014,3,3,2014-03-03T00:00:00Z,1
77257,2014,3,4,2014-03-04T00:00:00Z,2
79848,2014,3,5,2014-03-05T00:00:00Z,3
86060,2014,3,6,2014-03-06T00:00:00Z,4
93963,2014,3,7,2014-03-07T00:00:00Z,5
99595,2014,3,8,2014-03-08T00:00:00Z,6
74449,2014,3,9,2014-03-09T00:00:00Z,0
68951,2014,3,10,2014-03-10T00:00:00Z,1
76179,2014,3,11,2014-03-11T00:00:00Z,2
83890,2014,3,12,2014-03-12T00:00:00Z,3
94140,2014,3,13,2014-03-13T00:00:00Z,4
109958,2014,3,14,2014-03-14T00:00:00Z,5
150797,2014,3,15,2014-03-15T00:00:00Z,6
93701,2014,3,16,2014-03-16T00:00:00Z,0
84767,2014,3,17,2014-03-17T00:00:00Z,1
81334,2014,3,18,2014-03-18T00:00:00Z,2
86133,2014,3,19,2014-03-19T00:00:00Z,3
91192,2014,3,20,2014-03-20T00:00:00Z,4
102682,2014,3,21,2014-03-21T00:00:00Z,5
102193,2014,3,22,2014-03-22T00:00:00Z,6
87367,2014,3,23,2014-03-23T00:00:00Z,0
76888,2014,3,24,2014-03-24T00:00:00Z,1
79261,2014,3,25,2014-03-25T00:00:00Z,2
82467,2014,3,26,2014-03-26T00:00:00Z,3
91475,2014,3,27,2014-03-27T00:00:00Z,4
103532,2014,3,28,2014-03-28T00:00:00Z,5
101788,2014,3,29,2014-03-29T00:00:00Z,6
84634,2014,3,30,2014-03-30T00:00:00Z,0
72745,2014,3,31,2014-03-31T00:00:00Z,1
79601,2014,4,1,2014-04-01T00:00:00Z,2
81162,2014,4,2,2014-04-02T00:00:00Z,3
96449,2014,4,3,2014-04-03T00:00:00Z,4
114647,2014,4,4,2014-04-04T00:00:00Z,5
109188,2014,4,5,2014-04-05T00:00:00Z,6
87812,2014,4,6,2014-04-06T00:00:00Z,0
75423,2014,4,7,2014-04-07T00:00:00Z,1
80753,2014,4,8,2014-04-08T00:00:00Z,2
87593,2014,4,9,2014-04-09T00:00:00Z,3
91099,2014,4,10,2014-04-10T00:00:00Z,4
98972,2014,4,11,2014-04-11T00:00:00Z,5
98687,2014,4,12,2014-04-12T00:00:00Z,6
82114,2014,4,13,2014-04-13T00:00:00Z,0
79294,2014,4,14,2014-04-14T00:00:00Z,1
83592,2014,4,15,2014-04-15T00:00:00Z,2
86021,2014,4,16,2014-04-16T00:00:00Z,3
89814,2014,4,17,2014-04-17T00:00:00Z,4
97573,2014,4,18,2014-04-18T00:00:00Z,5
88123,2014,4,19,2014-04-19T00:00:00Z,6
63024,2014,4,20,2014-04-20T00:00:00Z,0
69232,2014,4,21,2014-04-21T00:00:00Z,1
78883,2014,4,22,2014-04-22T00:00:00Z,2
89973,2014,4,23,2014-04-23T00:00:00Z,3
96508,2014,4,24,2014-04-24T00:00:00Z,4
105023,2014,4,25,2014-04-25T00:00:00Z,5
111709,2014,4,26,2014-04-26T00:00:00Z,6
87081,2014,4,27,2014-04-27T00:00:00Z,0
79492,2014,4,28,2014-04-28T00:00:00Z,1
77776,2014,4,29,2014-04-29T00:00:00Z,2
86584,2014,4,30,2014-04-30T00:00:00Z,3
93957,2014,5,1,2014-05-01T00:00:00Z,4
108482,2014,5,2,2014-05-02T00:00:00Z,5
111336,2014,5,3,2014-05-03T00:00:00Z,6
89895,2014,5,4,2014-05-04T00:00:00Z,0
84704,2014,5,5,2014-05-05T00:00:00Z,1
83996,2014,5,6,2014-05-06T00:00:00Z,2
82394,2014,5,7,2014-05-07T00:00:00Z,3
88781,2014,5,8,2014-05-08T00:00:00Z,4
104995,2014,5,9,2014-05-09T00:00:00Z,5
98647,2014,5,10,2014-05-10T00:00:00Z,6
75512,2014,5,11,2014-05-11T00:00:00Z,0
74774,2014,5,12,2014-05-12T00:00:00Z,1
83682,2014,5,13,2014-05-13T00:00:00Z,2
91879,2014,5,14,2014-05-14T00:00:00Z,3
102100,2014,5,15,2014-05-15T00:00:00Z,4
120392,2014,5,16,2014-05-16T00:00:00Z,5
116418,2014,5,17,2014-05-17T00:00:00Z,6
103126,2014,5,18,2014-05-18T00:00:00Z,0
88874,2014,5,19,2014-05-19T00:00:00Z,1
90890,2014,5,20,2014-05-20T00:00:00Z,2
91637,2014,5,21,2014-05-21T00:00:00Z,3
91307,2014,5,22,2014-05-22T00:00:00Z,4
96342,2014,5,23,2014-05-23T00:00:00Z,5
97114,2014,5,24,2014-05-24T00:00:00Z,6
90451,2014,5,25,2014-05-25T00:00:00Z,0
61281,2014,5,26,2014-05-26T00:00:00Z,1
73958,2014,5,27,2014-05-27T00:00:00Z,2
80073,2014,5,28,2014-05-28T00:00:00Z,3
87397,2014,5,29,2014-05-29T00:00:00Z,4
108027,2014,5,30,2014-05-30T00:00:00Z,5
111203,2014,5,31,2014-05-31T00:00:00Z,6
96233,2014,6,1,2014-06-01T00:00:00Z,0
82609,2014,6,2,2014-06-02T00:00:00Z,1
81596,2014,6,3,2014-06-03T00:00:00Z,2
90116,2014,6,4,2014-06-04T00:00:00Z,3
89144,2014,6,5,2014-06-05T00:00:00Z,4
102969,2014,6,6,2014-06-06T00:00:00Z,5
110265,2014,6,7,2014-06-07T00:00:00Z,6
95520,2014,6,8,2014-06-08T00:00:00Z,0
84993,2014,6,9,2014-06-09T00:00:00Z,1
102209,2014,6,10,2014-06-10T00:00:00Z,2
95542,2014,6,11,2014-06-11T00:00:00Z,3
95318,2014,6,12,2014-06-12T00:00:00Z,4
103850,2014,6,13,2014-06-13T00:00:00Z,5
109928,2014,6,14,2014-06-14T00:00:00Z,6
81069,2014,6,15,2014-06-15T00:00:00Z,0
77685,2014,6,16,2014-06-16T00:00:00Z,1
80074,2014,6,17,2014-06-17T00:00:00Z,2
91704,2014,6,18,2014-06-18T00:00:00Z,3
97546,2014,6,19,2014-06-19T00:00:00Z,4
108697,2014,6,20,2014-06-20T00:00:00Z,5
107107,2014,6,21,2014-06-21T00:00:00Z,6
89318,2014,6,22,2014-06-22T00:00:00Z,0
77077,2014,6,23,2014-06-23T00:00:00Z,1
82891,2014,6,24,2014-06-24T00:00:00Z,2
88843,2014,6,25,2014-06-25T00:00:00Z,3
98263,2014,6,26,2014-06-26T00:00:00Z,4
107335,2014,6,27,2014-06-27T00:00:00Z,5
109010,2014,6,28,2014-06-28T00:00:00Z,6
87470,2014,6,29,2014-06-29T00:00:00Z,0
72637,2014,6,30,2014-06-30T00:00:00Z,1
71312,2014,7,1,2014-07-01T00:00:00Z,2
76661,2014,7,2,2014-07-02T00:00:00Z,3
74502,2014,7,3,2014-07-03T00:00:00Z,4
82136,2014,7,4,2014-07-04T00:00:00Z,5
82480,2014,7,5,2014-07-05T00:00:00Z,6
65392,2014,7,6,2014-07-06T00:00:00Z,0
63674,2014,7,7,2014-07-07T00:00:00Z,1
68402,2014,7,8,2014-07-08T00:00:00Z,2
77209,2014,7,9,2014-07-09T00:00:00Z,3
86039,2014,7,10,2014-07-10T00:00:00Z,4
103145,2014,7,11,2014-07-11T00:00:00Z,5
107075,2014,7,12,2014-07-12T00:00:00Z,6
86120,2014,7,13,2014-07-13T00:00:00Z,0
72356,2014,7,14,2014-07-14T00:00:00Z,1
76149,2014,7,15,2014-07-15T00:00:00Z,2
82591,2014,7,16,2014-07-16T00:00:00Z,3
88909,2014,7,17,2014-07-17T00:00:00Z,4
104318,2014,7,18,2014-07-18T00:00:00Z,5
110954,2014,7,19,2014-07-19T00:00:00Z,6
89406,2014,7,20,2014-07-20T00:00:00Z,0
73928,2014,7,21,2014-07-21T00:00:00Z,1
78126,2014,7,22,2014-07-22T00:00:00Z,2
82011,2014,7,23,2014-07-23T00:00:00Z,3
91198,2014,7,24,2014-07-24T00:00:00Z,4
105637,2014,7,25,2014-07-25T00:00:00Z,5
107213,2014,7,26,2014-07-26T00:00:00Z,6
89469,2014,7,27,2014-07-27T00:00:00Z,0
73762,2014,7,28,2014-07-28T00:00:00Z,1
78721,2014,7,29,2014-07-29T00:00:00Z,2
83923,2014,7,30,2014-07-30T00:00:00Z,3
91990,2014,7,31,2014-07-31T00:00:00Z,4
102413,2014,8,1,2014-08-01T00:00:00Z,5
101964,2014,8,2,2014-08-02T00:00:00Z,6
93118,2014,8,3,2014-08-03T00:00:00Z,0
77506,2014,8,4,2014-08-04T00:00:00Z,1
72513,2014,8,5,2014-08-05T00:00:00Z,2
76362,2014,8,6,2014-08-06T00:00:00Z,3
84369,2014,8,7,2014-08-07T00:00:00Z,4
100482,2014,8,8,2014-08-08T00:00:00Z,5
101664,2014,8,9,2014-08-09T00:00:00Z,6
81173,2014,8,10,2014-08-10T00:00:00Z,0
72599,2014,8,11,2014-08-11T00:00:00Z,1
74986,2014,8,12,2014-08-12T00:00:00Z,2
79310,2014,8,13,2014-08-13T00:00:00Z,3
88897,2014,8,14,2014-08-14T00:00:00Z,4
96612,2014,8,15,2014-08-15T00:00:00Z,5
100385,2014,8,16,2014-08-16T00:00:00Z,6
78595,2014,8,17,2014-08-17T00:00:00Z,0
66534,2014,8,18,2014-08-18T00:00:00Z,1
77874,2014,8,19,2014-08-19T00:00:00Z,2
81164,2014,8,20,2014-08-20T00:00:00Z,3
90088,2014,8,21,2014-08-21T00:00:00Z,4
101382,2014,8,22,2014-08-22T00:00:00Z,5
99937,2014,8,23,2014-08-23T00:00:00Z,6
81388,2014,8,24,2014-08-24T00:00:00Z,0
68707,2014,8,25,2014-08-25T00:00:00Z,1
69452,2014,8,26,2014-08-26T00:00:00Z,2
71988,2014,8,27,2014-08-27T00:00:00Z,3
78352,2014,8,28,2014-08-28T00:00:00Z,4
89788,2014,8,29,2014-08-29T00:00:00Z,5
92783,2014,8,30,2014-08-30T00:00:00Z,6
89678,2014,8,31,2014-08-31T00:00:00Z,0
55954,2014,9,1,2014-09-01T00:00:00Z,1
60226,2014,9,2,2014-09-02T00:00:00Z,2
68039,2014,9,3,2014-09-03T00:00:00Z,3
79640,2014,9,4,2014-09-04T00:00:00Z,4
95019,2014,9,5,2014-09-05T00:00:00Z,5
93685,2014,9,6,2014-09-06T00:00:00Z,6
82807,2014,9,7,2014-09-07T00:00:00Z,0
71687,2014,9,8,2014-09-08T00:00:00Z,1
78290,2014,9,9,2014-09-09T00:00:00Z,2
88771,2014,9,10,2014-09-10T00:00:00Z,3
91103,2014,9,11,2014-09-11T00:00:00Z,4
106811,2014,9,12,2014-09-12T00:00:00Z,5
100995,2014,9,13,2014-09-13T00:00:00Z,6
82453,2014,9,14,2014-09-14T00:00:00Z,0
72214,2014,9,15,2014-09-15T00:00:00Z,1
74440,2014,9,16,2014-09-16T00:00:00Z,2
82093,2014,9,17,2014-09-17T00:00:00Z,3
89668,2014,9,18,2014-09-18T00:00:00Z,4
102189,2014,9,19,2014-09-19T00:00:00Z,5
99006,2014,9,20,2014-09-20T00:00:00Z,6
81017,2014,9,21,2014-09-21T00:00:00Z,0
74606,2014,9,22,2014-09-22T00:00:00Z,1
75731,2014,9,23,2014-09-23T00:00:00Z,2
76552,2014,9,24,2014-09-24T00:00:00Z,3
78460,2014,9,25,2014-09-25T00:00:00Z,4
90226,2014,9,26,2014-09-26T00:00:00Z,5
97243,2014,9,27,2014-09-27T00:00:00Z,6
83843,2014,9,28,2014-09-28T00:00:00Z,0
74821,2014,9,29,2014-09-29T00:00:00Z,1
79914,2014,9,30,2014-09-30T00:00:00Z,2
80733,2014,10,1,2014-10-01T00:00:00Z,3
87098,2014,10,2,2014-10-02T00:00:00Z,4
98598,2014,10,3,2014-10-03T00:00:00Z,5
89822,2014,10,4,2014-10-04T00:00:00Z,6
71928,2014,10,5,2014-10-05T00:00:00Z,0
70232,2014,10,6,2014-10-06T00:00:00Z,1
74399,2014,10,7,2014-10-07T00:00:00Z,2
79840,2014,10,8,2014-10-08T00:00:00Z,3
86531,2014,10,9,2014-10-09T00:00:00Z,4
99287,2014,10,10,2014-10-10T00:00:00Z,5
93245,2014,10,11,2014-10-11T00:00:00Z,6
80926,2014,10,12,2014-10-12T00:00:00Z,0
73227,2014,10,13,2014-10-13T00:00:00Z,1
83636,2014,10,14,2014-10-14T00:00:00Z,2
85252,2014,10,15,2014-10-15T00:00:00Z,3
91034,2014,10,16,2014-10-16T00:00:00Z,4
106073,2014,10,17,2014-10-17T00:00:00Z,5
108809,2014,10,18,2014-10-18T00:00:00Z,6
92231,2014,10,19,2014-10-19T00:00:00Z,0
76642,2014,10,20,2014-10-20T00:00:00Z,1
78624,2014,10,21,2014-10-21T00:00:00Z,2
79800,2014,10,22,2014-10-22T00:00:00Z,3
84908,2014,10,23,2014-10-23T00:00:00Z,4
92040,2014,10,24,2014-10-24T00:00:00Z,5
88456,2014,10,25,2014-10-25T00:00:00Z,6
77010,2014,10,26,2014-10-26T00:00:00Z,0
70926,2014,10,27,2014-10-27T00:00:00Z,1
79073,2014,10,28,2014-10-28T00:00:00Z,2
82736,2014,10,29,2014-10-29T00:00:00Z,3
85696,2014,10,30,2014-10-30T00:00:00Z,4
103886,2014,10,31,2014-10-31T00:00:00Z,5
115524,2014,11,1,2014-11-01T00:00:00Z,6
83141,2014,11,2,2014-11-02T00:00:00Z,0
75655,2014,11,3,2014-11-03T00:00:00Z,1
81496,2014,11,4,2014-11-04T00:00:00Z,2
84515,2014,11,5,2014-11-05T00:00:00Z,3
94261,2014,11,6,2014-11-06T00:00:00Z,4
100042,2014,11,7,2014-11-07T00:00:00Z,5
95636,2014,11,8,2014-11-08T00:00:00Z,6
76843,2014,11,9,2014-11-09T00:00:00Z,0
68913,2014,11,10,2014-11-10T00:00:00Z,1
74544,2014,11,11,2014-11-11T00:00:00Z,2
85205,2014,11,12,2014-11-12T00:00:00Z,3
92003,2014,11,13,2014-11-13T00:00:00Z,4
103554,2014,11,14,2014-11-14T00:00:00Z,5
100374,2014,11,15,2014-11-15T00:00:00Z,6
84732,2014,11,16,2014-11-16T00:00:00Z,0
89204,2014,11,17,2014-11-17T00:00:00Z,1
88445,2014,11,18,2014-11-18T00:00:00Z,2
86537,2014,11,19,2014-11-19T00:00:00Z,3
93868,2014,11,20,2014-11-20T00:00:00Z,4
100436,2014,11,21,2014-11-21T00:00:00Z,5
85951,2014,11,22,2014-11-22T00:00:00Z,6
74805,2014,11,23,2014-11-23T00:00:00Z,0
72637,2014,11,24,2014-11-24T00:00:00Z,1
72337,2014,11,25,2014-11-25T00:00:00Z,2
66261,2014,11,26,2014-11-26T00:00:00Z,3
44168,2014,11,27,2014-11-27T00:00:00Z,4
55121,2014,11,28,2014-11-28T00:00:00Z,5
69993,2014,11,29,2014-11-29T00:00:00Z,6
65643,2014,11,30,2014-11-30T00:00:00Z,0
85513,2014,12,1,2014-12-01T00:00:00Z,1
89264,2014,12,2,2014-12-02T00:00:00Z,2
92885,2014,12,3,2014-12-03T00:00:00Z,3
99870,2014,12,4,2014-12-04T00:00:00Z,4
108827,2014,12,5,2014-12-05T00:00:00Z,5
103094,2014,12,6,2014-12-06T00:00:00Z,6
76748,2014,12,7,2014-12-07T00:00:00Z,0
74525,2014,12,8,2014-12-08T00:00:00Z,1
78907,2014,12,9,2014-12-09T00:00:00Z,2
83217,2014,12,10,2014-12-10T00:00:00Z,3
94662,2014,12,11,2014-12-11T00:00:00Z,4
110976,2014,12,12,2014-12-12T00:00:00Z,5
102123,2014,12,13,2014-12-13T00:00:00Z,6
76777,2014,12,14,2014-12-14T00:00:00Z,0
78425,2014,12,15,2014-12-15T00:00:00Z,1
81695,2014,12,16,2014-12-16T00:00:00Z,2
88265,2014,12,17,2014-12-17T00:00:00Z,3
96822,2014,12,18,2014-12-18T00:00:00Z,4
104699,2014,12,19,2014-12-19T00:00:00Z,5
90702,2014,12,20,2014-12-20T00:00:00Z,6
71487,2014,12,21,2014-12-21T00:00:00Z,0
70660,2014,12,22,2014-12-22T00:00:00Z,1
62262,2014,12,23,2014-12-23T00:00:00Z,2
40503,2014,12,24,2014-12-24T00:00:00Z,3
17744,2014,12,25,2014-12-25T00:00:00Z,4
39055,2014,12,26,2014-12-26T00:00:00Z,5
55873,2014,12,27,2014-12-27T00:00:00Z,6
52727,2014,12,28,2014-12-28T00:00:00Z,0
56076,2014,12,29,2014-12-29T00:00:00Z,1
66465,2014,12,30,2014-12-30T00:00:00Z,2
84610,2014,12,31,2014-12-31T00:00:00Z,3
78147,2015,1,1,2015-01-01T00:00:00Z,4
58502,2015,1,2,2015-01-02T00:00:00Z,5
60484,2015,1,3,2015-01-03T00:00:00Z,6
51746,2015,1,4,2015-01-04T00:00:00Z,0
63714,2015,1,5,2015-01-05T00:00:00Z,1
67036,2015,1,6,2015-01-06T00:00:00Z,2
65488,2015,1,7,2015-01-07T00:00:00Z,3
70940,2015,1,8,2015-01-08T00:00:00Z,4
87975,2015,1,9,2015-01-09T00:00:00Z,5
75999,2015,1,10,2015-01-10T00:00:00Z,6
61760,2015,1,11,2015-01-11T00:00:00Z,0
70458,2015,1,12,2015-01-12T00:00:00Z,1
72671,2015,1,13,2015-01-13T00:00:00Z,2
76898,2015,1,14,2015-01-14T00:00:00Z,3
78270,2015,1,15,2015-01-15T00:00:00Z,4
87524,2015,1,16,2015-01-16T00:00:00Z,5
81379,2015,1,17,2015-01-17T00:00:00Z,6
68917,2015,1,18,2015-01-18T00:00:00Z,0
51666,2015,1,19,2015-01-19T00:00:00Z,1
65604,2015,1,20,2015-01-20T00:00:00Z,2
67872,2015,1,21,2015-01-21T00:00:00Z,3
75846,2015,1,22,2015-01-22T00:00:00Z,4
86889,2015,1,23,2015-01-23T00:00:00Z,5
79882,2015,1,24,2015-01-24T00:00:00Z,6
75431,2015,1,25,2015-01-25T00:00:00Z,0
80773,2015,1,26,2015-01-26T00:00:00Z,1
78194,2015,1,27,2015-01-27T00:00:00Z,2
75432,2015,1,28,2015-01-28T00:00:00Z,3
77060,2015,1,29,2015-01-29T00:00:00Z,4
90935,2015,1,30,2015-01-30T00:00:00Z,5
79987,2015,1,31,2015-01-31T00:00:00Z,6
50033,2015,2,1,2015-02-01T00:00:00Z,0
63497,2015,2,2,2015-02-02T00:00:00Z,1
74327,2015,2,3,2015-02-03T00:00:00Z,2
80538,2015,2,4,2015-02-04T00:00:00Z,3
87340,2015,2,5,2015-02-05T00:00:00Z,4
93219,2015,2,6,2015-02-06T00:00:00Z,5
86653,2015,2,7,2015-02-07T00:00:00Z,6
65934,2015,2,8,2015-02-08T00:00:00Z,0
71644,2015,2,9,2015-02-09T00:00:00Z,1
72468,2015,2,10,2015-02-10T00:00:00Z,2
76581,2015,2,11,2015-02-11T00:00:00Z,3
87660,2015,2,12,2015-02-12T00:00:00Z,4
101915,2015,2,13,2015-02-13T00:00:00Z,5
105903,2015,2,14,2015-02-14T00:00:00Z,6
71028,2015,2,15,2015-02-15T00:00:00Z,0
61255,2015,2,16,2015-02-16T00:00:00Z,1
73664,2015,2,17,2015-02-17T00:00:00Z,2
84783,2015,2,18,2015-02-18T00:00:00Z,3
89029,2015,2,19,2015-02-19T00:00:00Z,4
100407,2015,2,20,2015-02-20T00:00:00Z,5
92801,2015,2,21,2015-02-21T00:00:00Z,6
78174,2015,2,22,2015-02-22T00:00:00Z,0
78123,2015,2,23,2015-02-23T00:00:00Z,1
79517,2015,2,24,2015-02-24T00:00:00Z,2
83326,2015,2,25,2015-02-25T00:00:00Z,3
92078,2015,2,26,2015-02-26T00:00:00Z,4
106845,2015,2,27,2015-02-27T00:00:00Z,5
94868,2015,2,28,2015-02-28T00:00:00Z,6
69135,2015,3,1,2015-03-01T00:00:00Z,0
69398,2015,3,2,2015-03-02T00:00:00Z,1
75605,2015,3,3,2015-03-03T00:00:00Z,2
79031,2015,3,4,2015-03-04T00:00:00Z,3
89989,2015,3,5,2015-03-05T00:00:00Z,4
104191,2015,3,6,2015-03-06T00:00:00Z,5
92276,2015,3,7,2015-03-07T00:00:00Z,6
75694,2015,3,8,2015-03-08T00:00:00Z,0
76406,2015,3,9,2015-03-09T00:00:00Z,1
73134,2015,3,10,2015-03-10T00:00:00Z,2
76675,2015,3,11,2015-03-11T00:00:00Z,3
84906,2015,3,12,2015-03-12T00:00:00Z,4
97953,2015,3,13,2015-03-13T00:00:00Z,5
129397,2015,3,14,2015-03-14T00:00:00Z,6
74873,2015,3,15,2015-03-15T00:00:00Z,0
66914,2015,3,16,2015-03-16T00:00:00Z,1
80843,2015,3,17,2015-03-17T00:00:00Z,2
80481,2015,3,18,2015-03-18T00:00:00Z,3
85427,2015,3,19,2015-03-19T00:00:00Z,4
94599,2015,3,20,2015-03-20T00:00:00Z,5
91325,2015,3,21,2015-03-21T00:00:00Z,6
77541,2015,3,22,2015-03-22T00:00:00Z,0
77726,2015,3,23,2015-03-23T00:00:00Z,1
80802,2015,3,24,2015-03-24T00:00:00Z,2
80952,2015,3,25,2015-03-25T00:00:00Z,3
83144,2015,3,26,2015-03-26T00:00:00Z,4
96149,2015,3,27,2015-03-27T00:00:00Z,5
87013,2015,3,28,2015-03-28T00:00:00Z,6
70207,2015,3,29,2015-03-29T00:00:00Z,0
62852,2015,3,30,2015-03-30T00:00:00Z,1
66053,2015,3,31,2015-03-31T00:00:00Z,2
68679,2015,4,1,2015-04-01T00:00:00Z,3
78241,2015,4,2,2015-04-02T00:00:00Z,4
80222,2015,4,3,2015-04-03T00:00:00Z,5
70050,2015,4,4,2015-04-04T00:00:00Z,6
58787,2015,4,5,2015-04-05T00:00:00Z,0
64695,2015,4,6,2015-04-06T00:00:00Z,1
72120,2015,4,7,2015-04-07T00:00:00Z,2
74453,2015,4,8,2015-04-08T00:00:00Z,3
80096,2015,4,9,2015-04-09T00:00:00Z,4
91507,2015,4,10,2015-04-10T00:00:00Z,5
83701,2015,4,11,2015-04-11T00:00:00Z,6
72923,2015,4,12,2015-04-12T00:00:00Z,0
79467,2015,4,13,2015-04-13T00:00:00Z,1
84127,2015,4,14,2015-04-14T00:00:00Z,2
87763,2015,4,15,2015-04-15T00:00:00Z,3
